mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__bootstrap,param_clf__max_depth,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.7861880302429198,0.02966034740637535,0.05898175239562988,0.008763925862497487,True,,4,2,800,"{'clf__bootstrap': True, 'clf__max_depth': None, 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 2, 'clf__n_estimators': 800}",0.922886601034176,0.88223397130768,0.9007294437839436,0.8927129596832675,0.8794469639707735,0.8956019879559681,0.01561266196090171,147
0.5457056522369385,0.09942334675525566,0.024458980560302733,0.008677067395340611,True,,4,5,200,"{'clf__bootstrap': True, 'clf__max_depth': None, 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 5, 'clf__n_estimators': 200}",0.9227365019217318,0.8771306715943801,0.9008411163599508,0.8988635110159283,0.8595383254824605,0.8918220252748903,0.021655043463560848,157
0.6957728385925293,0.011596498410908358,0.02908473014831543,0.004700522340458963,True,,4,5,400,"{'clf__bootstrap': True, 'clf__max_depth': None, 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 5, 'clf__n_estimators': 400}",0.9227365019217318,0.8820756348819823,0.9007846435543784,0.8918229537524647,0.8759784135898349,0.8946796295400785,0.016378132005022337,152
1.3450393676757812,0.050345119649628164,0.05305447578430176,0.002285094771813665,True,,4,5,800,"{'clf__bootstrap': True, 'clf__max_depth': None, 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 5, 'clf__n_estimators': 800}",0.922886601034176,0.88223397130768,0.9007294437839436,0.8927129596832675,0.8794469639707735,0.8956019879559681,0.01561266196090171,147
0.36750221252441406,0.03287553362922771,0.021143388748168946,0.003111967844182792,True,,4,10,200,"{'clf__bootstrap': True, 'clf__max_depth': None, 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 10, 'clf__n_estimators': 200}",0.9224491388656456,0.8898298472148808,0.8970143147038167,0.8882490091380231,0.8857405647127742,0.8966565749270281,0.013430078071444805,140
0.6825467586517334,0.04418652397252437,0.032767200469970705,0.004547165265485423,True,,4,10,400,"{'clf__bootstrap': True, 'clf__max_depth': None, 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 10, 'clf__n_estimators': 400}",0.9262830908341745,0.8937323709971794,0.8939292780796958,0.8957671362105767,0.882165791881829,0.898375533600691,0.014762922213422089,123
1.3251143932342528,0.02582211695142541,0.0544990062713623,0.0046302661154648695,True,,4,10,800,"{'clf__bootstrap': True, 'clf__max_depth': None, 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 10, 'clf__n_estimators': 800}",0.922932169500797,0.8854299179396562,0.8970143147038167,0.8994100700469833,0.8855069962257203,0.8980586936833947,0.013701370957846357,127
0.3827653884887695,0.009776581480387488,0.021428632736206054,0.001033465481410613,True,10,1,2,200,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 200}",0.9266496611734707,0.8863167137650177,0.907978340134206,0.9141030097686327,0.8860737234515634,0.9042242896585782,0.01590411029631121,69
0.7414855003356934,0.033654021199311476,0.030628681182861328,0.006050589447447755,True,10,1,2,400,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 400}",0.9268772534629969,0.893335716728256,0.9082072346221378,0.9144306310972976,0.9000074397473751,0.9085716551316126,0.011619250717001229,36
1.463589572906494,0.029096587912206245,0.05561885833740234,0.009797233777430291,True,10,1,2,800,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 800}",0.9303943958125144,0.88999176383338,0.9082072346221378,0.9146767880380239,0.8964527616735168,0.9079445887959146,0.01416863676783723,39
0.37363290786743164,0.010532261737652959,0.018830490112304688,0.002648955647781152,True,10,1,5,200,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__n_estimators': 200}",0.9268772534629969,0.8904341742907448,0.9017410534449779,0.9148409766472163,0.8930865332276426,0.9053959982147157,0.013706857183920236,58
0.7243707180023193,0.022550942888772515,0.030501890182495116,0.0031604373366266787,True,10,1,5,400,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__n_estimators': 400}",0.9266740065759674,0.8868326786327048,0.9055190943417019,0.90485018555194,0.8998370666798212,0.9047426063564272,0.012856365373245656,64
1.4294203758239745,0.06591397196089674,0.06356577873229981,0.019001445122738346,True,10,1,5,800,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__n_estimators': 800}",0.9266009432117649,0.8862929099752866,0.9082544824369263,0.8987641583972821,0.8964527616735168,0.9032730511389554,0.013595417333965564,81
0.35820231437683103,0.013246105235140812,0.019966554641723634,0.0034379455725414474,True,10,1,10,200,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 200}",0.9308678426325485,0.8865673403314339,0.9084806521347203,0.9047679833899762,0.875184904466621,0.9011737445910599,0.01916671993483517,104
0.6788661479949951,0.022691729257735296,0.027846479415893556,0.002793458240112626,True,10,1,10,400,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 400}",0.9267640683496057,0.8833188070644524,0.9010545537162452,0.9048733091411828,0.8825638600513782,0.8997149196645727,0.016266846038620993,120
1.3387360095977783,0.07493725526944726,0.04847898483276367,0.00867066844328493,True,10,1,10,800,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 800}",0.9191948574301516,0.8905725711892629,0.8977579403076705,0.8982720731390198,0.8829019718137336,0.8977398827759677,0.012100689626403522,130
0.36779446601867677,0.00967159827708389,0.020220518112182617,0.00047946769398598,True,10,2,2,200,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 200}",0.9233217275578672,0.8974597203607321,0.9007846435543784,0.905711596517859,0.8729862480611305,0.9000527872103936,0.01620692974370027,118
0.7094355583190918,0.0221443081541764,0.02896256446838379,0.0018574624064546204,True,10,2,2,400,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 400}",0.9190927503105006,0.8972166915546705,0.9006602745579535,0.8991623541037788,0.8861989741984553,0.9004662089450717,0.01060942121638009,114
1.3611680030822755,0.08914418899235811,0.05953369140625,0.023182002997397214,True,10,2,2,800,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 800}",0.9195048969999259,0.90139249503361,0.904381002522071,0.8922586374963073,0.8864882983033002,0.9008050660710427,0.011321018962577489,105
